ID_Registro,Timestamp,Temperatura,Presion,Ruido,Estado
1,2023-05-01 00:00:00,24.66638881382657,1.0213648738773327,65.72065558406042,OK
2,2023-05-01 01:00:00,24.317911748593342,1.0447829540703504,62.21142517894289,Fallo
3,2023-05-01 02:00:00,28.683615877559646,0.7522043980769682,48.24792356461523,OK
4,2023-05-01 03:00:00,24.596880309128537,1.1785697648366982,67.49280355503923,OK
5,2023-05-01 04:00:00,21.381079396028763,0.7729959406070084,57.958835305586085,OK
6,2023-05-01 05:00:00,21.775636396337074,1.0100294265620362,65.19502536149572,OK
7,2023-05-01 06:00:00,22.72211879114865,1.1388727526431914,68.84989342059053,Fallo
8,2023-05-01 07:00:00,26.933269597406927,1.4866729812185067,76.16622665192708,OK
9,2023-05-01 08:00:00,29.920340999005546,0.7620506301114767,76.69905802079222,
10,2023-05-01 09:00:00,26.60795533970221,0.9869811232718569,83.27354268572671,Fallo
11,2023-05-01 10:00:00,16.12051355157103,1.3161653829578297,61.320565119536894,OK
12,2023-05-01 11:00:00,24.366607891104415,1.0161396375807479,59.56369514900693,OK
13,2023-05-01 12:00:00,31.83658938696997,0.6513671440930022,68.15365016066715,OK
14,2023-05-01 13:00:00,24.260170824643144,1.0381574802195817,75.18422915065503,OK
15,2023-05-01 14:00:00,29.344523018793875,1.1155456644942765,69.91133480423106,Fallo
16,2023-05-01 15:00:00,20.987466593561013,1.0438986627259244,53.62886124526811,OK
17,2023-05-01 16:00:00,21.085496071132685,0.9433006387290399,62.969107280339195,OK
18,2023-05-01 17:00:00,16.09284366231021,1.2004759703011354,55.04338377168123,Fallo
19,2023-05-01 18:00:00,38.06123639028553,0.8958285048522945,64.76342927235105,OK
20,2023-05-01 19:00:00,23.409901682260152,0.4494417966684944,57.66689677189394,OK
21,2023-05-01 20:00:00,19.02568471967396,0.766132477488665,59.02554596698533,OK
22,2023-05-01 21:00:00,20.685449735979546,1.1743275464989364,86.00408550397384,OK
23,2023-05-01 22:00:00,32.28314380099438,1.013065022432455,79.56142085821072,OK
24,2023-05-01 23:00:00,20.395971349181842,1.127604551621746,88.72002989973295,Fallo
25,2023-05-02 00:00:00,13.028313713991329,0.8663327002060688,69.60752488086275,OK
26,2023-05-02 01:00:00,29.04479860244541,0.5059691910750572,60.0002753250419,Fallo
27,2023-05-02 02:00:00,23.762499454703043,0.8476652251735737,63.301785603382996,OK
28,2023-05-02 03:00:00,22.168524454170893,0.9341566589558344,54.9957099725933,Fallo
29,2023-05-02 04:00:00,15.682405924341902,0.866261310547128,64.84297302566483,OK
30,2023-05-02 05:00:00,26.225210340313563,1.1597169985096158,73.32749094578008,OK
31,2023-05-02 06:00:00,28.460843668331446,1.2736641635758776,60.3238313161236,OK
32,2023-05-02 07:00:00,25.825668188056028,1.1389715824693751,109.02763687820763,OK
33,2023-05-02 08:00:00,25.90226059742284,0.9098602040510954,64.80022656315407,OK
34,2023-05-02 09:00:00,26.40308857247059,1.2519142072908542,67.56573459910916,OK
35,2023-05-02 10:00:00,22.87794530451286,0.9724607833180741,89.01823587699785,Fallo
36,2023-05-02 11:00:00,34.091500573432185,0.9917810191399038,68.57416604659763,OK
37,2023-05-02 12:00:00,34.269445086081426,0.9495453999592421,87.16460401472641,Fallo
38,2023-05-02 13:00:00,34.200465325979266,1.0898232268480532,68.49369862992233,OK
39,2023-05-02 14:00:00,27.28811772115898,1.186900318519996,65.27683562705754,OK
40,2023-05-02 15:00:00,28.47785072972329,1.0963783431561265,83.70185680030464,OK
41,2023-05-02 16:00:00,14.660355748722221,0.9707305379592889,72.07323942145935,OK
42,2023-05-02 17:00:00,30.602618139539956,1.0248724681694559,79.31657797682941,OK
43,2023-05-02 18:00:00,24.833592285309837,0.8175256346393225,90.82550463112099,Fallo
44,2023-05-02 19:00:00,25.253736427107043,0.9460046222968963,60.97048414842213,OK
45,2023-05-02 20:00:00,23.361677359376838,1.193465545172987,69.11469358245897,OK
46,2023-05-02 21:00:00,24.47684042113131,1.26870716652184,70.9485247734601,OK
47,2023-05-02 22:00:00,24.630306947806304,0.9311536040344156,76.19891052488325,
48,2023-05-02 23:00:00,24.43219582831995,0.7598254617414193,69.14457979658987,OK
49,2023-05-03 00:00:00,16.773702209631004,1.0128386090892612,76.70940502463827,OK
50,2023-05-03 01:00:00,21.908956277664934,0.7214154072627659,67.86237872023946,
